11   16.0649 14.0141 14.6991 1.7649 15.4149 15.5093 6.6417 15.9287 15.0357 15.7578 0.0000 15.0589 14.7108 5.9458 17.0168 0.3185 4.9779 15.9227 7.5347 2.0599 0.4498 5.9874 6.4500 13.9957 1.4942 14.8468 1.7962 16.4493 7.6936 2.1508 5.6736 14.9767 2.8436 14.0754 14.6104 14.2620 0.9772 15.6861 5.5903 6.0456
12   1.0511 1.0486 14.1229 14.9614 0.6108 0.7809 8.9543 1.3520 14.4648 14.9955 15.0589 0.0000 0.3881 10.5099 14.9942 14.7667 10.8560 14.2931 9.2223 13.2559 14.8864 10.1442 9.3146 1.7660 14.3514 13.6356 14.0454 15.5936 9.7932 16.6950 9.9209 13.2023 13.9006 0.9895 13.1455 1.1406 14.7801 14.7050 10.8922 10.7133
13   1.3597 0.7011 13.8047 14.5955 0.7721 1.1335 8.6555 1.4832 14.1497 14.6888 14.7108 0.3881 0.0000 10.2316 14.7131 14.4201 10.5524 13.9968 8.9738 12.8966 14.5337 9.8584 9.0214 1.7152 13.9892 13.3243 13.6815 15.2938 9.5626 16.3330 9.6147 12.8974 13.5272 0.6920 12.8338 0.7814 14.4218 14.3998 10.6100 10.4423
14   11.5610 9.5473 15.7373 6.8944 10.9991 10.7580 1.7373 11.6506 16.1275 16.8715 5.9458 10.5099 10.2316 0.0000 17.7745 5.6313 1.0872 16.7007 1.6304 5.1972 6.0308 0.4658 1.3225 9.0750 6.1639 15.6394 6.0562 17.6125 1.7782 8.0678 1.2528 15.5523 6.7252 9.5418 15.2560 10.0180 6.2505 16.6996 0.4085 0.3505
15   15.0971 14.5697 2.3461 15.4829 14.6591 15.7560 16.3469 14.3474 2.0678 1.4994 17.0168 14.9942 14.7131 17.7745 0.0000 16.9564 17.0724 1.1025 17.9162 15.2358 16.5760 17.3371 16.6891 15.9313 15.5264 2.1909 15.2226 1.2454 18.7030 16.8377 16.5221 2.2245 14.1894 14.7711 2.5235 13.9676 16.0813 1.4233 17.8610 18.1247
16   15.7752 13.7227 14.6463 1.8812 15.1270 15.2120 6.3248 15.6456 14.9872 15.7132 0.3185 14.7667 14.4201 5.6313 16.9564 0.0000 4.6601 15.8599 7.2180 1.8719 0.5505 5.6700 6.1318 13.6925 1.4859 14.7808 1.7465 16.4098 7.3820 2.4528 5.3556 14.8993 2.8287 13.7823 14.5353 13.9774 1.0529 15.6356 5.2780 5.7346
17   11.9028 9.8561 14.9803 5.8320 11.3082 11.1726 1.9089 11.9244 15.3667 16.1135 4.9779 10.8560 10.5524 1.0872 17.0724 4.6601 0.0000 15.9877 2.5666 4.1146 5.0259 1.0122 1.5913 9.5326 5.0991 14.9153 4.9801 16.8532 2.8493 7.0691 0.9431 14.8582 5.6381 9.8721 14.5491 10.2633 5.2132 15.9539 0.9035 1.3379
18   14.4580 13.8143 1.3135 14.3982 13.9890 15.0634 15.2903 13.7203 1.1301 0.9326 15.9227 14.2931 13.9968 16.7007 1.1025 15.8599 15.9877 0.0000 16.8706 14.1351 15.4827 16.2658 15.6279 15.1480 14.4333 1.0885 14.1279 1.3155 17.6544 15.7707 15.4480 1.1953 13.0984 14.0154 1.4468 13.2388 14.9897 0.6621 16.7817 17.0507
19   10.2684 8.3113 16.0002 8.3697 9.7459 9.3986 1.6676 10.4297 16.3953 17.1282 7.5347 9.2223 8.9738 1.6304 17.9162 7.2180 2.5666 16.8706 0.0000 6.6060 7.5923 1.5551 1.4735 7.6894 7.6351 15.8386 7.4916 17.8671 0.7997 9.6352 2.1230 15.6947 8.0492 8.2821 15.4254 8.8476 7.7744 16.9332 2.0293 1.6657
20   14.2394 12.2074 12.9497 1.8292 13.5777 13.7511 5.3712 14.0578 13.3017 14.0368 2.0599 13.2559 12.8966 5.1972 15.2358 1.8719 4.1146 14.1351 6.6060 0.0000 1.7377 5.0807 5.2897 12.3090 1.1264 13.0502 0.8988 14.7464 6.9631 3.4490 4.5268 13.1419 1.6160 12.2832 12.7839 12.4048 1.5280 13.9431 4.9356 5.4049
21   15.8840 13.8395 14.2563 1.3406 15.2288 15.3543 6.6116 15.7284 14.5918 15.3130 0.4498 14.8864 14.5337 6.0308 16.5760 0.5505 5.0259 15.4827 7.5923 1.7377 0.0000 6.0380 6.4457 13.8651 1.0498 14.4078 1.3638 16.0035 7.7961 2.0434 5.6655 14.5417 2.3965 13.9065 14.1745 14.0669 0.5305 15.2427 5.6917 6.1548
22   11.1949 9.1701 15.3124 6.8254 10.6234 10.4135 1.2882 11.2661 15.7034 16.4465 5.9874 10.1442 9.8584 0.4658 17.3371 5.6700 1.0122 16.2658 1.5551 5.0807 6.0380 0.0000 0.8769 8.7431 6.0912 15.2071 5.9584 17.1875 1.9088 8.0812 0.8366 15.1140 6.5644 9.1705 14.8203 9.6249 6.2204 16.2718 0.7632 0.8066
23   10.3642 8.3296 14.7116 7.0942 9.7834 9.6072 0.4150 10.4176 15.1049 15.8438 6.4500 9.3146 9.0214 1.3225 16.6891 6.1318 1.5913 15.6279 1.4735 5.2897 6.4457 0.8769 0.0000 7.9544 6.3628 14.5801 6.1866 16.5845 2.1303 8.4796 0.7805 14.4646 6.6631 8.3361 14.1811 8.7698 6.5643 15.6594 1.6378 1.6314
24   2.7097 1.4462 14.8378 14.0773 2.3751 1.7198 7.6253 3.1177 15.1996 15.7829 13.9957 1.7660 1.7152 9.0750 15.9313 13.6925 9.5326 15.1480 7.6894 12.3090 13.8651 8.7431 7.9544 0.0000 13.4270 14.3997 13.1423 16.4217 8.2046 15.7567 8.6194 14.0101 13.1227 1.2604 13.9096 2.1740 13.8121 15.5034 9.4702 9.2481
25   15.3275 13.3027 13.2066 0.7346 14.6625 14.8567 6.4654 15.1296 13.5423 14.2639 1.4942 14.3514 13.9892 6.1639 15.5264 1.4859 5.0991 14.4333 7.6351 1.1264 1.0498 6.0912 6.3628 13.4270 0.0000 13.3588 0.3534 14.9551 7.9413 2.3438 5.5906 13.4951 1.3509 13.3823 13.1273 13.4837 0.5794 14.1931 5.8696 6.3411
26   13.8659 13.1002 0.6369 13.3344 13.3658 14.4123 14.2474 13.1442 0.8575 1.3904 14.8468 13.6356 13.3243 15.6394 2.1909 14.7808 14.9153 1.0885 15.8386 13.0502 14.4078 15.2071 14.5801 14.3997 13.3588 0.0000 13.0513 2.0836 16.6190 14.7284 14.3866 0.5609 12.0269 13.3003 0.4909 12.5556 13.9173 1.1328 15.7147 15.9891
27   15.0168 12.9969 12.9076 0.9431 14.3502 14.5583 6.2700 14.8111 13.2463 13.9706 1.7962 14.0454 13.6815 6.0562 15.2226 1.7465 4.9801 14.1279 7.4916 0.8988 1.3638 5.9584 6.1866 13.1423 0.3534 13.0513 0.0000 14.6655 7.8290 2.6582 5.4215 13.1807 1.0954 13.0790 12.8142 13.1687 0.9269 13.8957 5.7785 6.2496
28   15.7691 15.0996 1.8752 14.8591 15.2958 16.3655 16.2609 15.0328 1.4865 0.7411 16.4493 15.5936 15.2938 17.6125 1.2454 16.4098 16.8532 1.3155 17.8671 14.7464 16.0035 17.1875 16.5845 16.4217 14.9551 2.0836 14.6655 0.0000 18.6422 16.1325 16.3609 2.4126 13.6074 15.3005 2.5546 14.5328 15.4967 0.9515 17.6710 17.9610
29   10.8318 8.9150 16.7734 8.6723 10.3337 9.9229 2.3966 11.0316 17.1681 17.9028 7.6936 9.7932 9.5626 1.7782 18.7030 7.3820 2.8493 17.6544 0.7997 6.9631 7.7961 1.9088 2.1303 8.2046 7.9413 16.6190 7.8290 18.6422 0.0000 9.8273 2.6458 16.4806 8.4679 8.8735 16.2086 9.4797 8.0263 17.7104 2.1051 1.6488
30   17.6710 15.6464 14.4921 1.7947 17.0056 17.1979 8.6328 17.4692 14.7949 15.4827 2.1508 16.6950 16.3330 8.0678 16.8377 2.4528 7.0691 15.7707 9.6352 3.4490 2.0434 8.0812 8.4796 15.7567 2.3438 14.7284 2.6582 16.1325 9.8273 0.0000 7.6991 14.9356 3.1236 15.7255 14.5573 15.8257 1.9557 15.4521 7.7223 8.1820
31   10.9665 8.9175 14.4857 6.3232 10.3690 10.2479 1.0035 10.9827 14.8762 15.6199 5.6736 9.9209 9.6147 1.2528 16.5221 5.3556 0.9431 15.4480 2.1230 4.5268 5.6655 0.8366 0.7805 8.6194 5.5906 14.3866 5.4215 16.3609 2.6458 7.6991 0.0000 14.3002 5.9329 8.9358 14.0034 9.3207 5.7850 15.4473 1.3838 1.6028
32   13.4069 12.6926 1.1975 13.5003 12.9184 13.9767 14.1227 12.6790 1.3901 1.7954 14.9767 13.2023 12.8974 15.5523 2.2245 14.8993 14.8582 1.1953 15.6947 13.1419 14.5417 15.1140 14.4646 14.0101 13.4951 0.5609 13.1807 2.4126 16.4806 14.9356 14.3002 0.0000 12.1740 12.8933 0.3823 12.1331 14.0593 1.5027 15.6418 15.9026
33   14.8392 12.8573 11.8652 1.3898 14.1640 14.4570 6.6826 14.5803 12.1985 12.9181 2.8436 13.9006 13.5272 6.7252 14.1894 2.8287 5.6381 13.0984 8.0492 1.6160 2.3965 6.5644 6.6631 13.1227 1.3509 12.0269 1.0954 13.6074 8.4679 3.1236 5.9329 12.1740 0.0000 12.9545 11.8041 12.9684 1.8922 12.8502 6.4907 6.9553
34   2.0308 0.2014 13.7588 13.9985 1.4639 1.5204 7.9725 2.1619 14.1131 14.6764 14.0754 0.9895 0.6920 9.5418 14.7711 13.7823 9.8721 14.0154 8.2821 12.2832 13.9065 9.1705 8.3361 1.2604 13.3823 13.3003 13.0790 15.3005 8.8735 15.7255 8.9358 12.8933 12.9545 0.0000 12.8095 0.9148 13.8058 14.3923 9.9211 9.7512
35   13.3795 12.6093 1.0463 13.1273 12.8774 13.9224 13.8436 12.6591 1.3321 1.8765 14.6104 13.1455 12.8338 15.2560 2.5235 14.5353 14.5491 1.4468 15.4254 12.7839 14.1745 14.8203 14.1811 13.9096 13.1273 0.4909 12.8142 2.5546 16.2086 14.5573 14.0034 0.3823 11.8041 12.8095 0.0000 12.0649 13.6905 1.6092 15.3394 15.6061
36   1.8840 0.7432 13.0319 14.0721 1.2028 1.9115 8.3886 1.6751 13.3787 13.9230 14.2620 1.1406 0.7814 10.0180 13.9676 13.9774 10.2633 13.2388 8.8476 12.4048 14.0669 9.6249 8.7698 2.1740 13.4837 12.5556 13.1687 14.5328 9.4797 15.8257 9.3207 12.1331 12.9684 0.9148 12.0649 0.0000 13.9326 13.6351 10.3843 10.2488
37   15.7658 13.7316 13.7574 0.8331 15.1048 15.2693 6.6996 15.5857 14.0903 14.8091 0.9772 14.7801 14.4218 6.2505 16.0813 1.0529 5.2132 14.9897 7.7744 1.5280 0.5305 6.2204 6.5643 13.8121 0.5794 13.9173 0.9269 15.4967 8.0263 1.9557 5.7850 14.0593 1.8922 13.8058 13.6905 13.9326 0.0000 14.7422 5.9306 6.3993
38   14.9057 14.1917 0.9943 14.1266 14.4200 15.4793 15.3324 14.1756 0.6572 0.3045 15.6861 14.7050 14.3998 16.6996 1.4233 15.6356 15.9539 0.6621 16.9332 13.9431 15.2427 16.2718 15.6594 15.5034 14.1931 1.1328 13.8957 0.9515 17.7104 15.4521 15.4473 1.5027 12.8502 14.3923 1.6092 13.6351 14.7422 0.0000 16.7647 17.0487
39   11.9431 9.9234 15.7964 6.5960 11.3762 11.1492 2.0453 12.0226 16.1848 16.9305 5.5903 10.8922 10.6100 0.4085 17.8610 5.2780 0.9035 16.7817 2.0293 4.9356 5.6917 0.7632 1.6378 9.4702 5.8696 15.7147 5.7785 17.6710 2.1051 7.7223 1.3838 15.6418 6.4907 9.9211 15.3394 10.3843 5.9306 16.7647 0.0000 0.4715
40   11.7639 9.7625 16.0858 7.0673 11.2117 10.9411 2.0455 11.8717 16.4759 17.2201 6.0456 10.7133 10.4423 0.3505 18.1247 5.7346 1.3379 17.0507 1.6657 5.4049 6.1548 0.8066 1.6314 9.2481 6.3411 15.9891 6.2496 17.9610 1.6488 8.1820 1.6028 15.9026 6.9553 9.7512 15.6061 10.2488 6.3993 17.0487 0.4715 0.0000
;
